"Profile.Name","Start.Time","Duration","Attributes","Title","Supplemental.Video.Type","Device.Type","Bookmark","Latest.Bookmark","Country"
"Astrid",2020-06-03 21:06:11,"00:02:00","","The Big Flower Fight: Season 1: Giant Edible Thrones (Episode 4)","","Netflix Firefox MAC (Cadmium) HTML 5","00:02:05","Not latest view","GB (United Kingdom)"
"Astrid",2020-06-03 20:59:08,"00:06:45","","The Big Flower Fight: Season 1: Huge Hairy Beasts (Episode 3)","","Netflix Firefox MAC (Cadmium) HTML 5","00:37:53","00:37:53","GB (United Kingdom)"
"Astrid",2020-06-03 20:58:08,"00:00:39","","The Big Flower Fight: Season 1: Huge Hairy Beasts (Episode 3)","","Netflix Firefox MAC (Cadmium) HTML 5","00:31:09","Not latest view","GB (United Kingdom)"
"Astrid",2020-06-03 20:58:02,"00:00:04","Autoplayed: user action: None; ","Season 1 Trailer: The Big Flower Fight","TRAILER","Netflix Firefox MAC (Cadmium) HTML 5","00:00:04","Not latest view","GB (United Kingdom)"
"Astrid",2020-06-03 20:01:11,"00:30:52","Autoplayed: user action: None; ","The Big Flower Fight: Season 1: Huge Hairy Beasts (Episode 3)","","Netflix Firefox MAC (Cadmium) HTML 5","00:30:31","Not latest view","GB (United Kingdom)"
"Astrid",2020-06-03 18:45:46,"00:31:23","","The Big Flower Fight: Season 1: Fabulous Floral Fashion (Episode 2)","","Netflix Firefox MAC (Cadmium) HTML 5","00:41:36","00:41:36","GB (United Kingdom)"
"Astrid",2020-06-03 18:29:31,"00:09:58","Autoplayed: user action: None; ","The Big Flower Fight: Season 1: Fabulous Floral Fashion (Episode 2)","","Netflix Firefox MAC (Cadmium) HTML 5","00:10:13","Not latest view","GB (United Kingdom)"
"Astrid",2020-06-03 17:44:58,"00:40:35","","The Big Flower Fight: Season 1: Enormous Insects (Episode 1)","","Netflix Firefox MAC (Cadmium) HTML 5","00:40:35","00:40:35","GB (United Kingdom)"
"Astrid",2020-06-02 19:20:05,"00:00:14","Autoplayed: user action: None; ","Dead to Me : Season 1 (Trailer)","TRAILER","FireTV Stick 2016","00:00:14","Not latest view","GB (United Kingdom)"
"Astrid",2020-06-02 19:18:55,"00:01:04","Autoplayed: user action: None; ","The Real Housewives of Beverly Hills: Season 1_hook_02_16x9","HOOK","FireTV Stick 2016","00:01:04","00:01:04","GB (United Kingdom)"
"Astrid",2020-05-23 20:39:49,"00:37:35","Autoplayed: user action: None; ","Peaky Blinders: Season 5: Strategy (Episode 3)","","Sony Simple TV 2016 Tan Smart TV","00:37:39","00:37:39","GB (United Kingdom)"
"Astrid",2020-05-23 19:36:08,"00:56:26","Autoplayed: user action: Unspecified; ","Peaky Blinders: Season 5: Black Cats (Episode 2)","","Sony Simple TV 2016 Tan Smart TV","00:56:30","00:56:30","GB (United Kingdom)"
"Astrid",2020-05-23 18:39:28,"00:54:47","","Peaky Blinders: Season 5: Black Tuesday (Episode 1)","","Sony Simple TV 2016 Tan Smart TV","00:54:47","00:54:47","GB (United Kingdom)"
"Astrid",2020-05-23 18:39:08,"00:00:01","Autoplayed: user action: None; ","Peaky Blinders: Season 4: Heathens (Episode 2)","","Sony Simple TV 2016 Tan Smart TV","00:00:01","00:00:01","GB (United Kingdom)"
"Astrid",2020-05-23 18:38:05,"00:00:11","Autoplayed: user action: None; ","Season 1 Trailer: The Big Flower Fight","TRAILER","Sony Simple TV 2016 Tan Smart TV","00:00:11","Not latest view","GB (United Kingdom)"
"Astrid",2020-05-17 18:00:34,"00:00:52","Autoplayed: user action: None; ","Trailer: Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend","TRAILER","Sony Simple TV 2016 Tan Smart TV","00:00:52","00:00:52","GB (United Kingdom)"
"Astrid",2020-05-15 22:35:51,"00:59:38","","RuPaul's Drag Race: Season 12: I’m That Bitch (Episode 1)","","Sony Simple TV 2016 Tan Smart TV","01:00:28","01:00:28","GB (United Kingdom)"
"Astrid",2020-05-15 22:35:12,"00:00:02","Autoplayed: user action: None; ","RuPaul's Drag Race: Season 1: Drag on a Dime (Episode 1)","","Sony Simple TV 2016 Tan Smart TV","00:00:02","00:00:02","GB (United Kingdom)"
"Astrid",2020-05-15 22:33:45,"00:01:11","Autoplayed: user action: None; ","Dead to Me : Season 1 (Trailer)","TRAILER","Sony Simple TV 2016 Tan Smart TV","00:01:11","Not latest view","GB (United Kingdom)"
"Astrid",2020-04-11 18:20:30,"00:00:04","Autoplayed: user action: None; ","Part 4 Trailer: Money Heist","TRAILER","Netflix Firefox MAC (Cadmium) HTML 5","00:00:04","00:00:04","GB (United Kingdom)"
"Astrid",2020-04-05 17:58:06,"00:00:04","Autoplayed: user action: None; ","Part 4 Trailer: Money Heist","TRAILER","FireTV Stick 2016","00:00:04","Not latest view","GB (United Kingdom)"
"Astrid",2020-04-03 21:31:54,"00:32:33","Autoplayed: user action: Unspecified; ","Babies: Part 1: Love (Episode 1)","","FireTV Stick 2016","00:47:15","00:47:15","GB (United Kingdom)"
"Astrid",2020-04-03 21:02:47,"00:27:41","","Love Is Blind: Season 1: The Reunion (Episode 11)","","FireTV Stick 2016","00:51:16","00:51:16","GB (United Kingdom)"
"Astrid",2020-04-03 20:54:22,"00:03:59","Autoplayed: user action: Unspecified; ","Love Is Blind: Season 1: The Reunion (Episode 11)","","FireTV Stick 2016","00:13:48","Not latest view","GB (United Kingdom)"
"Astrid",2020-04-03 20:54:14,"00:00:06","Autoplayed: user action: None; ","Season 1 Trailer: Love is Blind","TRAILER","FireTV Stick 2016","00:00:06","00:00:06","GB (United Kingdom)"
"Astrid",2020-04-03 20:46:39,"00:07:19","","Love Is Blind: Season 1: The Reunion (Episode 11)","","FireTV Stick 2016","00:07:23","Not latest view","GB (United Kingdom)"
"Astrid",2020-04-03 19:34:28,"01:11:50","Autoplayed: user action: None; ","Love Is Blind: Season 1: The Weddings (Episode 10)","","FireTV Stick 2016","01:23:18","01:23:18","GB (United Kingdom)"
"Astrid",2020-04-03 19:14:27,"00:01:27","Autoplayed: user action: None; ","Trailer: Babies","TRAILER","FireTV Stick 2016","00:01:27","00:01:27","GB (United Kingdom)"
"Astrid",2020-04-03 19:02:15,"00:00:57","Autoplayed: user action: None; ","Part 4 Bonus Video 2: Money Heist","HOOK","FireTV Stick 2016","00:00:57","00:00:57","GB (United Kingdom)"
"Astrid",2020-04-03 18:19:48,"00:11:25","","Love Is Blind: Season 1: The Weddings (Episode 10)","","Netflix Firefox MAC (Cadmium) HTML 5","00:11:31","Not latest view","GB (United Kingdom)"
"Astrid",2020-04-03 18:19:48,"00:11:56","","Love Is Blind: Season 1: The Weddings (Episode 10)","","Netflix Firefox MAC (Cadmium) HTML 5","00:12:02","Not latest view","GB (United Kingdom)"
"Astrid",2020-04-03 17:36:48,"00:42:58","","Love Is Blind: Season 1: Bachelor & Bachelorette Parties (Episode 9)","","Netflix Firefox MAC (Cadmium) HTML 5","00:54:05","00:54:05","GB (United Kingdom)"
"Astrid",2020-04-03 17:36:26,"00:00:18","Autoplayed: user action: None; ","Part 4 Bonus Video 2: Money Heist","HOOK","Netflix Firefox MAC (Cadmium) HTML 5","00:00:18","Not latest view","GB (United Kingdom)"
"Astrid",2020-03-31 18:28:12,"00:11:11","Autoplayed: user action: Unspecified; ","Love Is Blind: Season 1: Bachelor & Bachelorette Parties (Episode 9)","","FireTV Stick 2016","00:11:11","Not latest view","GB (United Kingdom)"
"Astrid",2020-03-31 18:27:57,"00:00:10","Autoplayed: user action: None; ","Season 1 Trailer: I Am Not Okay With This","TRAILER","FireTV Stick 2016","00:00:10","00:00:10","GB (United Kingdom)"
"Astrid",2020-03-31 18:21:00,"00:00:44","Autoplayed: user action: None; ","Tiger King: Joe Exotic Thematic","TEASER_TRAILER","FireTV Stick 2016","00:00:44","00:00:44","GB (United Kingdom)"
"Astrid",2020-03-26 19:53:49,"00:00:05","Autoplayed: user action: None; ","Season 1 Trailer: Unorthodox","TRAILER","FireTV Stick 2016","00:00:05","Not latest view","GB (United Kingdom)"
"Astrid",2020-03-26 19:53:40,"00:00:04","Autoplayed: user action: None; ","White Gold: Season 2 (Trailer)","TRAILER","FireTV Stick 2016","00:00:04","00:00:04","GB (United Kingdom)"
"Astrid",2020-03-26 19:53:18,"00:00:07","Autoplayed: user action: None; ","Limited Series Trailer: Self Made: Inspired by the Life of Madam C.J. Walker","TRAILER","FireTV Stick 2016","00:00:07","00:00:07","GB (United Kingdom)"
"Astrid",2020-03-26 19:52:56,"00:00:12","Autoplayed: user action: None; ","Limited Series Trailer: Self Made: Inspired by the Life of Madam C.J. Walker","TRAILER","FireTV Stick 2016","00:00:12","Not latest view","GB (United Kingdom)"
"Astrid",2020-03-24 21:24:48,"00:00:08","Autoplayed: user action: None; ","Love Is Blind: Season 1: Bachelor & Bachelorette Parties (Episode 9)","","FireTV Stick 2016","00:00:08","Not latest view","GB (United Kingdom)"
"Astrid",2020-03-23 22:03:59,"00:55:42","","Pose: Season 1: Mother of the Year (Episode 8)","","FireTV Stick 2016","00:56:08","00:56:08","GB (United Kingdom)"
"Astrid",2020-03-23 21:56:45,"00:00:06","Autoplayed: user action: None; ","Pose: Season 1: Mother of the Year (Episode 8)","","FireTV Stick 2016","00:00:07","Not latest view","GB (United Kingdom)"
"Astrid",2020-03-23 21:13:23,"00:43:17","","Pose: Season 1: Pink Slip (Episode 7)","","FireTV Stick 2016","00:43:44","00:43:44","GB (United Kingdom)"
"Astrid",2020-03-23 20:45:53,"00:00:01","Autoplayed: user action: None; ","Pose: Season 1: Pink Slip (Episode 7)","","FireTV Stick 2016","00:00:02","Not latest view","GB (United Kingdom)"
"Astrid",2020-03-23 19:55:31,"00:50:14","Autoplayed: user action: Unspecified; ","Pose: Season 1: Love is the Message (Episode 6)","","FireTV Stick 2016","00:50:41","00:50:41","GB (United Kingdom)"
"Astrid",2020-03-23 19:17:46,"00:37:39","Autoplayed: user action: Unspecified; ","Pose: Season 1: Mother's Day (Episode 5)","","FireTV Stick 2016","00:51:17","00:51:17","GB (United Kingdom)"
"Astrid",2020-03-22 21:21:15,"00:13:17","Autoplayed: user action: Unspecified; ","Pose: Season 1: Mother's Day (Episode 5)","","FireTV Stick 2016","00:13:44","Not latest view","GB (United Kingdom)"
"Astrid",2020-03-22 20:22:29,"00:56:22","Autoplayed: user action: Unspecified; ","Pose: Season 1: The Fever (Episode 4)","","FireTV Stick 2016","00:56:48","00:56:48","GB (United Kingdom)"
"Astrid",2020-03-22 20:22:13,"00:00:09","Autoplayed: user action: None; ","Season 1 Trailer: Love is Blind","TRAILER","FireTV Stick 2016","00:00:09","Not latest view","GB (United Kingdom)"
"Astrid",2020-03-22 19:56:04,"00:23:31","","Love Is Blind: Season 1: Countdown to I Do's (Episode 8)","","FireTV Stick 2016","00:53:39","00:53:39","GB (United Kingdom)"
"Astrid",2020-03-22 19:55:57,"00:00:01","Autoplayed: user action: None; ","Love Is Blind: Season 1: Meet the Parents (Episode 7)","","FireTV Stick 2016","00:00:01","00:00:01","GB (United Kingdom)"
"Astrid",2020-03-22 19:55:24,"00:00:12","Autoplayed: user action: Unspecified; ","Love Is Blind: Season 1: Meet the Parents (Episode 7)","","FireTV Stick 2016","00:00:12","Not latest view","GB (United Kingdom)"
"Astrid",2020-03-22 19:23:33,"00:30:24","","Love Is Blind: Season 1: Countdown to I Do's (Episode 8)","","Netflix Firefox MAC (Cadmium) HTML 5","00:30:30","Not latest view","GB (United Kingdom)"
"Astrid",2020-03-22 18:39:46,"00:41:45","","Love Is Blind: Season 1: Meet the Parents (Episode 7)","","Netflix Firefox MAC (Cadmium) HTML 5","00:48:00","Not latest view","GB (United Kingdom)"
"Astrid",2020-03-22 18:38:42,"00:00:42","Autoplayed: user action: None; ","The English Game (Trailer)","TRAILER","Netflix Firefox MAC (Cadmium) HTML 5","00:00:42","00:00:42","GB (United Kingdom)"
"Astrid",2020-03-21 22:34:05,"00:00:02","Autoplayed: user action: None; ","Pose: Season 1: The Fever (Episode 4)","","FireTV Stick 2016","00:00:03","Not latest view","GB (United Kingdom)"
"Astrid",2020-03-21 21:33:44,"00:57:23","Autoplayed: user action: Unspecified; ","Pose: Season 1: Giving and Receiving (Episode 3)","","FireTV Stick 2016","00:57:48","00:57:48","GB (United Kingdom)"
"Astrid",2020-03-21 20:22:51,"01:08:32","Autoplayed: user action: Unspecified; ","Pose: Season 1: Access (Episode 2)","","FireTV Stick 2016","01:08:58","01:08:58","GB (United Kingdom)"
"Astrid",2020-03-21 20:22:26,"00:00:05","","Pandemic: How to Prevent an Outbreak: Season 1: It Hunts Us (Episode 1)","","FireTV Stick 2016","00:00:05","00:00:05","GB (United Kingdom)"
"Astrid",2020-03-21 20:22:05,"00:00:16","Autoplayed: user action: None; ","Trailer: Pandemic: How to Prevent an Outbreak","TRAILER","FireTV Stick 2016","00:00:16","00:00:16","GB (United Kingdom)"
"Astrid",2020-03-21 20:21:54,"00:00:04","Autoplayed: user action: None; ","The English Game (Trailer)","TRAILER","FireTV Stick 2016","00:00:04","Not latest view","GB (United Kingdom)"
"Astrid",2020-03-21 20:17:59,"00:01:41","Autoplayed: user action: None; ","Season 1 Trailer: Love is Blind","TRAILER","FireTV Stick 2016","00:01:41","Not latest view","GB (United Kingdom)"
"Astrid",2020-03-21 20:11:12,"00:06:37","Autoplayed: user action: None; ","Love Is Blind: Season 1: Meet the Parents (Episode 7)","","FireTV Stick 2016","00:06:43","Not latest view","GB (United Kingdom)"
"Astrid",2020-03-21 19:56:47,"00:14:21","","Love Is Blind: Season 1: Moving in Together (Episode 6)","","FireTV Stick 2016","00:56:20","00:56:20","GB (United Kingdom)"
"Astrid",2020-03-21 19:20:24,"00:29:53","Autoplayed: user action: Unspecified; ","Love Is Blind: Season 1: Moving in Together (Episode 6)","","FireTV Stick 2016","00:42:00","Not latest view","GB (United Kingdom)"
"Astrid",2020-03-21 19:20:05,"00:00:11","","The English Game: Season 1: Episode 1","","FireTV Stick 2016","00:00:11","00:00:11","GB (United Kingdom)"
"Astrid",2020-03-21 19:06:28,"00:11:51","","Love Is Blind: Season 1: Moving in Together (Episode 6)","","Netflix Firefox MAC (Cadmium) HTML 5","00:12:59","Not latest view","GB (United Kingdom)"
"Astrid",2020-03-21 19:05:58,"00:00:28","","Love Is Blind: Season 1: Last Night in Paradise (Episode 5)","","Netflix Firefox MAC (Cadmium) HTML 5","00:50:44","00:50:44","GB (United Kingdom)"
"Astrid",2020-03-21 19:05:51,"00:00:04","Autoplayed: user action: None; ","Limited Series Trailer: Self Made: Inspired by the Life of Madam C.J. Walker","TRAILER","Netflix Firefox MAC (Cadmium) HTML 5","00:00:04","Not latest view","GB (United Kingdom)"
"Astrid",2020-03-20 23:14:13,"00:00:01","Autoplayed: user action: None; ","Love Is Blind: Season 1: Moving in Together (Episode 6)","","FireTV Stick 2016","00:00:04","Not latest view","GB (United Kingdom)"
"Astrid",2020-03-20 21:36:53,"00:47:05","Autoplayed: user action: None; ","Love Is Blind: Season 1: Couples Retreat (Episode 4)","","FireTV Stick 2016","00:47:11","00:47:11","GB (United Kingdom)"
"Astrid",2020-03-20 20:44:53,"00:51:58","Autoplayed: user action: None; ","Love Is Blind: Season 1: First Night Together (Episode 3)","","FireTV Stick 2016","00:52:04","00:52:04","GB (United Kingdom)"
"Astrid",2020-03-20 20:18:58,"00:25:29","Autoplayed: user action: Unspecified; ","Love Is Blind: Season 1: Will You Marry Me? (Episode 2)","","FireTV Stick 2016","00:58:29","00:58:29","GB (United Kingdom)"
"Astrid",2020-03-20 20:18:16,"00:00:04","Autoplayed: user action: None; ","Season 1 Trailer: Love is Blind","TRAILER","FireTV Stick 2016","00:00:04","Not latest view","GB (United Kingdom)"
"Astrid",2020-03-20 19:33:47,"00:36:05","","Love Is Blind: Season 1: Will You Marry Me? (Episode 2)","","Netflix Firefox MAC (Cadmium) HTML 5","00:36:05","Not latest view","GB (United Kingdom)"
"Astrid",2020-03-20 19:14:08,"00:18:39","","Love Is Blind: Season 1: Is Love Blind? (Episode 1)","","Netflix Firefox MAC (Cadmium) HTML 5","00:54:46","00:54:46","GB (United Kingdom)"
"Astrid",2020-03-20 19:12:29,"00:01:29","Autoplayed: user action: None; ","Limited Series Trailer: Self Made: Inspired by the Life of Madam C.J. Walker","TRAILER","Netflix Firefox MAC (Cadmium) HTML 5","00:01:29","Not latest view","GB (United Kingdom)"
"Astrid",2020-03-19 21:04:14,"00:46:39","Autoplayed: user action: Unspecified; ","The Spy: Limited Series: What's New, Buenos Aires? (Episode 2)","","FireTV Stick 2016","00:47:43","00:47:43","GB (United Kingdom)"
"Astrid",2020-03-19 21:04:05,"00:00:04","Autoplayed: user action: None; ","Season 1 Trailer: Love is Blind","TRAILER","FireTV Stick 2016","00:00:04","Not latest view","GB (United Kingdom)"
"Astrid",2020-03-19 20:27:43,"00:36:11","","Love Is Blind: Season 1: Is Love Blind? (Episode 1)","","FireTV Stick 2016","00:36:11","Not latest view","GB (United Kingdom)"
"Astrid",2020-03-18 20:49:36,"01:19:52","Autoplayed: user action: Unspecified; ","The Incredible Jessica James","","FireTV Stick 2016","01:19:52","01:19:52","GB (United Kingdom)"
"Astrid",2020-03-18 20:48:15,"00:00:10","Autoplayed: user action: None; ","Trailer: The Two Popes","TRAILER","FireTV Stick 2016","00:00:10","00:00:10","GB (United Kingdom)"
"Astrid",2020-03-18 20:48:01,"00:00:09","Autoplayed: user action: None; ","Season 2 Trailer: Ugly Delicious","TRAILER","FireTV Stick 2016","00:00:09","00:00:09","GB (United Kingdom)"
"Astrid",2020-03-18 20:47:46,"00:00:04","Autoplayed: user action: None; ","Trailer: Pandemic: How to Prevent an Outbreak","TRAILER","FireTV Stick 2016","00:00:04","Not latest view","GB (United Kingdom)"
"Astrid",2020-03-18 20:47:01,"00:00:38","Autoplayed: user action: None; ","Season 12 Trailer: RuPaul's Drag Race","TRAILER","FireTV Stick 2016","00:00:38","00:00:38","GB (United Kingdom)"
"Astrid",2020-03-18 20:46:54,"00:00:04","Autoplayed: user action: None; ","The Stranger: Season 1 (Trailer)","TRAILER","FireTV Stick 2016","00:00:04","00:00:04","GB (United Kingdom)"
"Astrid",2020-03-18 20:44:53,"00:01:41","Autoplayed: user action: None; ","Season 1 Trailer: Love is Blind","TRAILER","FireTV Stick 2016","00:01:41","Not latest view","GB (United Kingdom)"
"Astrid",2020-03-17 21:42:21,"00:00:04","Autoplayed: user action: None; ","The Spy: Limited Series: What's New, Buenos Aires? (Episode 2)","","Sony Simple TV 2016 Tan Smart TV","00:00:08","Not latest view","GB (United Kingdom)"
"Astrid",2020-03-17 20:53:23,"00:45:37","Autoplayed: user action: Unspecified; ","The Spy: Limited Series: The Immigrant (Episode 1)","","Sony Simple TV 2016 Tan Smart TV","00:45:38","00:45:38","GB (United Kingdom)"
"Astrid",2020-03-16 20:16:03,"00:00:02","Autoplayed: user action: None; ","Pose: Season 1: Access (Episode 2)","","FireTV Stick 2016","00:00:03","Not latest view","GB (United Kingdom)"
"Astrid",2020-03-16 19:23:34,"00:51:16","","Pose: Season 1: Pilot (Episode 1)","","FireTV Stick 2016","01:16:52","01:16:52","GB (United Kingdom)"
"Astrid",2020-03-16 18:50:40,"00:25:37","","Pose: Season 1: Pilot (Episode 1)","","FireTV Stick 2016","00:25:37","Not latest view","GB (United Kingdom)"
"Astrid",2020-03-16 18:43:14,"00:00:38","Autoplayed: user action: Unspecified; ","Pose: Season 1: Pilot (Episode 1)","","FireTV Stick 2016","00:00:01","Not latest view","GB (United Kingdom)"
"Astrid",2020-03-14 20:21:28,"00:15:22","Autoplayed: user action: Unspecified; ","Babies: Part 1: Love (Episode 1)","","Sony Simple TV 2016 Tan Smart TV","00:14:44","Not latest view","GB (United Kingdom)"
"Astrid",2020-02-27 19:55:35,"01:44:11","Autoplayed: user action: Unspecified; ","Begin Again","","Sony Simple TV 2016 Tan Smart TV","01:44:11","01:44:11","GB (United Kingdom)"
"Astrid",2020-02-27 19:53:47,"00:00:56","Autoplayed: user action: None; ","Coming to America_hook_primary_16x9","HOOK","Sony Simple TV 2016 Tan Smart TV","00:00:56","00:00:56","GB (United Kingdom)"
"Astrid",2020-02-18 19:57:19,"00:01:15","Autoplayed: user action: None; ","Trailer 1: To All the Boys: P.S. I Still Love You","TRAILER","Sony Simple TV 2016 Tan Smart TV","00:01:15","00:01:15","GB (United Kingdom)"
"Astrid",2020-02-13 22:40:42,"00:00:08","Autoplayed: user action: None; ","The Stranger: Season 1 (Trailer)","TRAILER","FireTV Stick 2016","00:00:08","Not latest view","GB (United Kingdom)"
"Astrid",2020-02-13 21:42:53,"00:57:44","Autoplayed: user action: None; ","Sex Education: Season 2: Episode 8","","FireTV Stick 2016","00:57:50","00:57:50","GB (United Kingdom)"
"Astrid",2020-02-13 20:51:38,"00:48:42","Autoplayed: user action: Unspecified; ","Sex Education: Season 2: Episode 7","","FireTV Stick 2016","00:48:06","00:48:06","GB (United Kingdom)"
"Astrid",2020-02-13 20:51:27,"00:00:04","Autoplayed: user action: None; ","The Stranger: Season 1 (Trailer)","TRAILER","FireTV Stick 2016","00:00:04","Not latest view","GB (United Kingdom)"
"Astrid",2020-02-13 18:14:59,"00:52:33","Autoplayed: user action: None; ","Sex Education: Season 2: Episode 6","","FireTV Stick 2016","00:52:39","00:52:39","GB (United Kingdom)"
"Astrid",2020-02-13 17:25:57,"00:48:37","Autoplayed: user action: Unspecified; ","Sex Education: Season 2: Episode 5","","FireTV Stick 2016","00:51:25","00:51:25","GB (United Kingdom)"
"Astrid",2020-02-10 21:12:31,"00:03:17","Autoplayed: user action: Unspecified; ","Sex Education: Season 2: Episode 5","","FireTV Stick 2016","00:03:17","Not latest view","GB (United Kingdom)"
"Astrid",2020-02-09 21:27:14,"00:49:17","Autoplayed: user action: None; ","Sex Education: Season 2: Episode 4","","FireTV Stick 2016","00:49:23","00:49:23","GB (United Kingdom)"
"Astrid",2020-02-09 20:39:26,"00:47:12","","Sex Education: Season 2: Episode 3","","FireTV Stick 2016","00:47:12","00:47:12","GB (United Kingdom)"
"Astrid",2020-02-09 20:39:12,"00:00:10","Autoplayed: user action: None; ","Season 1 Trailer: Sex Education","TRAILER","FireTV Stick 2016","00:00:10","00:00:10","GB (United Kingdom)"
"Astrid",2020-02-08 16:32:37,"00:49:03","","Sex Education: Season 2: Episode 2","","Apple iPad Mini 4 WiFi","00:48:53","00:48:53","GB (United Kingdom)"
"Astrid",2020-02-08 15:41:46,"00:49:26","","Sex Education: Season 2: Episode 1","","Apple iPad Mini 4 WiFi","00:49:26","00:49:26","GB (United Kingdom)"
"Astrid",2020-02-08 14:56:50,"00:25:08","","Sex Education: Season 1: Episode 8","","Apple iPad Mini 4 WiFi","00:51:03","00:51:03","GB (United Kingdom)"
"Astrid",2020-02-08 13:38:43,"00:26:26","","Sex Education: Season 1: Episode 8","","Apple iPad Mini 4 WiFi","00:26:06","Not latest view","GB (United Kingdom)"
"Astrid",2020-02-08 13:33:45,"00:04:51","","Sex Education: Season 1: Episode 7","","Apple iPad Mini 4 WiFi","00:49:59","00:49:59","GB (United Kingdom)"
"Astrid",2020-02-08 12:20:27,"00:31:00","","Sex Education: Season 1: Episode 7","","Apple iPad Mini 4 WiFi","00:45:07","Not latest view","GB (United Kingdom)"
"Astrid",2020-02-08 10:21:43,"00:14:06","","Sex Education: Season 1: Episode 7","","Apple iPad Mini 4 WiFi","00:14:06","Not latest view","GB (United Kingdom)"
"Astrid",2020-02-08 10:10:16,"00:11:26","","Sex Education: Season 1: Episode 6","","Apple iPad Mini 4 WiFi","00:48:01","00:48:01","GB (United Kingdom)"
"Astrid",2020-02-07 20:14:28,"00:24:24","","Sex Education: Season 1: Episode 6","","Apple iPad Mini 4 WiFi","00:36:34","Not latest view","GB (United Kingdom)"
"Astrid",2020-02-06 21:03:50,"00:12:09","","Sex Education: Season 1: Episode 6","","Apple iPad Mini 4 WiFi","00:12:09","Not latest view","GB (United Kingdom)"
"Astrid",2020-02-06 20:21:40,"00:35:05","","Sex Education: Season 1: Episode 5","","Apple iPad Mini 4 WiFi","00:45:33","00:45:33","GB (United Kingdom)"
"Astrid",2020-02-05 20:25:51,"00:10:48","","Sex Education: Season 1: Episode 5","","Apple iPad Mini 4 WiFi","00:10:48","Not latest view","GB (United Kingdom)"
"Astrid",2020-02-05 19:49:57,"00:32:06","","Sex Education: Season 1: Episode 4","","Apple iPad Mini 4 WiFi","00:45:36","00:45:36","GB (United Kingdom)"
"Astrid",2020-02-04 20:06:32,"00:00:47","Autoplayed: user action: None; ","Next in Fashion: Season 1: Red Carpet (Episode 1)","","FireTV Stick 2016","00:00:47","00:00:47","GB (United Kingdom)"
"Astrid",2020-02-04 20:05:11,"00:00:04","Autoplayed: user action: None; ","Call Me by Your Name_hook_primary_16x9","HOOK","FireTV Stick 2016","00:00:04","00:00:04","GB (United Kingdom)"
"Astrid",2020-02-04 20:04:44,"00:00:24","Autoplayed: user action: None; ","Great News: Season 2 (Trailer)","TRAILER","FireTV Stick 2016","00:00:24","00:00:24","GB (United Kingdom)"
"Astrid",2020-02-04 20:04:23,"00:00:07","Autoplayed: user action: None; ","RuPaul's Drag Race: Season 11_hook_primary_16x9","HOOK","FireTV Stick 2016","00:00:07","00:00:07","GB (United Kingdom)"
"Astrid",2020-02-04 20:03:28,"00:00:32","Autoplayed: user action: None; ","Downsizing_hook_01_16x9","HOOK","FireTV Stick 2016","00:00:32","00:00:32","GB (United Kingdom)"
"Astrid",2020-02-04 16:17:50,"00:13:29","","Sex Education: Season 1: Episode 4","","Apple iPad Mini 4 WiFi","00:13:29","Not latest view","GB (United Kingdom)"
"Astrid",2020-02-03 22:19:05,"00:00:06","Autoplayed: user action: None; ","Season 1 Trailer: Next in Fashion","TRAILER","Sony Simple TV 2016 Tan Smart TV","00:00:06","00:00:06","GB (United Kingdom)"
"Astrid",2020-02-03 21:44:51,"00:00:01","Autoplayed: user action: None; ","Sex Education: Season 1: Episode 3","","FireTV Stick 2016","00:00:05","00:00:05","GB (United Kingdom)"
"Astrid",2020-02-03 20:56:26,"00:48:22","Autoplayed: user action: None; ","Sex Education: Season 1: Episode 2","","FireTV Stick 2016","00:48:26","00:48:26","GB (United Kingdom)"
"Astrid",2020-02-03 20:02:33,"00:50:42","","Sex Education: Season 1: Episode 1","","FireTV Stick 2016","00:50:42","00:50:42","GB (United Kingdom)"
"Astrid",2020-02-03 20:01:47,"00:00:36","Autoplayed: user action: None; ","Season 2 Trailer: Sex Education","TRAILER","FireTV Stick 2016","00:00:36","00:00:36","GB (United Kingdom)"
"Astrid",2020-01-31 19:24:23,"00:00:08","Autoplayed: user action: None; ","Night on Earth (Trailer)","TRAILER","FireTV Stick 2016","00:00:08","00:00:08","GB (United Kingdom)"
"Astrid",2020-01-31 19:23:16,"00:01:01","Autoplayed: user action: None; ","Season 1 Trailer: the goop lab with Gwyneth Paltrow","TRAILER","FireTV Stick 2016","00:01:01","00:01:01","GB (United Kingdom)"
"Astrid",2020-01-31 19:23:03,"00:00:04","Autoplayed: user action: None; ","Season 1 Trailer: Next in Fashion","TRAILER","FireTV Stick 2016","00:00:04","Not latest view","GB (United Kingdom)"
"Astrid",2020-01-31 19:21:46,"00:01:12","Autoplayed: user action: None; ","Season 1 Trailer: Next in Fashion","TRAILER","FireTV Stick 2016","00:01:12","Not latest view","GB (United Kingdom)"
"Astrid",2020-01-13 19:00:28,"00:01:22","Autoplayed: user action: None; ","The Toys That Made Us: Season 2: Star Trek (Episode 1)","","Apple iPad Mini 4 WiFi","00:01:30","00:01:30","GB (United Kingdom)"
"Astrid",2020-01-13 18:24:50,"00:35:33","","The Toys That Made Us: Season 2: Hello Kitty (Episode 4)","","Apple iPad Mini 4 WiFi","00:41:42","00:41:42","GB (United Kingdom)"
